file,title,date
VAM_5_Lagrangian_Gravity_Electromagnetism/Appendix/Appendix_Benchmark2_MagneticFields.tex,subsection: Vorticity and Helicity Structure,
VAM_5_Lagrangian_Gravity_Electromagnetism/Appendix/Appendix_Benchmark2_MagneticFields.tex,subsection: Conclusion,
VAM_5_Lagrangian_Gravity_Electromagnetism/Appendix/Appendix_Benchmark3.tex,,
VAM_5_Lagrangian_Gravity_Electromagnetism/Appendix/Appendix_Benchmark3.tex,"section: Benchmark 3: Integrated Circulation, Energy, and Helicity",
VAM_5_Lagrangian_Gravity_Electromagnetism/Appendix/Appendix_Benchmark3.tex,subsection: Circulation,
VAM_5_Lagrangian_Gravity_Electromagnetism/Appendix/Appendix_Benchmark3.tex,subsection: Swirl Energy,
VAM_5_Lagrangian_Gravity_Electromagnetism/Appendix/Appendix_Benchmark3.tex,subsection: Helicity,
VAM_5_Lagrangian_Gravity_Electromagnetism/Appendix/Appendix_Benchmark3.tex,subsection: Mass Evaluation via VAM Master Formula,
VAM_5_Lagrangian_Gravity_Electromagnetism/Appendix/Appendix_Benchmark3.tex,subsection: Physical Interpretation,
VAM_5_Lagrangian_Gravity_Electromagnetism/Appendix/Appendix_Benchmark3.tex,subsection: Conclusion,
VAM_5_Lagrangian_Gravity_Electromagnetism/Appendix/Appendix_Benchmark4.tex,,
VAM_5_Lagrangian_Gravity_Electromagnetism/Appendix/Appendix_Benchmark4.tex,section: Benchmark 4: Trefoil Knot as a Spin-\texorpdfstring{$\tfrac{1,
VAM_5_Lagrangian_Gravity_Electromagnetism/Appendix/Appendix_Benchmark4.tex,subsection: Parametric Structure of the Trefoil,
VAM_5_Lagrangian_Gravity_Electromagnetism/Appendix/Appendix_Benchmark4.tex,subsection: Spinor Behavior from Knot Topology,
VAM_5_Lagrangian_Gravity_Electromagnetism/Appendix/Appendix_Benchmark4.tex,subsection: Charge and Chirality,
VAM_5_Lagrangian_Gravity_Electromagnetism/Appendix/Appendix_Benchmark4.tex,subsection: Mass Evaluation via VAM Master Formula,
VAM_5_Lagrangian_Gravity_Electromagnetism/Appendix/Appendix_Benchmark4.tex,subsection: Conclusion,
VAM_5_Lagrangian_Gravity_Electromagnetism/Appendix/Appendix_Benchmark5.tex,,
VAM_5_Lagrangian_Gravity_Electromagnetism/Appendix/Appendix_Benchmark5.tex,section: Benchmark 5--6: Proton and Neutron as Composite Vortex Structures,
VAM_5_Lagrangian_Gravity_Electromagnetism/Appendix/Appendix_Benchmark5.tex,subsection: Proton: Linked \(uud\) Configuration,
VAM_5_Lagrangian_Gravity_Electromagnetism/Appendix/Appendix_Benchmark5.tex,subsection: Neutron: Linked \(udd\) Configuration,
VAM_5_Lagrangian_Gravity_Electromagnetism/Appendix/Appendix_Benchmark5.tex,subsection: Unified Mass Evaluation via VAM Master Formula,
VAM_5_Lagrangian_Gravity_Electromagnetism/Appendix/Appendix_Benchmark5.tex,subsection: Conclusion,
VAM_5_Lagrangian_Gravity_Electromagnetism/Appendix/Appendix_Benchmark6.tex,,
VAM_5_Lagrangian_Gravity_Electromagnetism/Appendix/Appendix_Benchmark6.tex,section: Benchmark 6: Neutron as a Composite Vortex Structure,
VAM_5_Lagrangian_Gravity_Electromagnetism/Appendix/Appendix_Benchmark6.tex,subsection: Topological Interpretation,
VAM_5_Lagrangian_Gravity_Electromagnetism/Appendix/Appendix_Benchmark6.tex,subsection: Mass Evaluation from the VAM Master Formula,
VAM_5_Lagrangian_Gravity_Electromagnetism/Appendix/Appendix_Benchmark6.tex,subsection: Neutron Decay Mechanism (Beta Decay),
VAM_5_Lagrangian_Gravity_Electromagnetism/Appendix/Appendix_Benchmark6.tex,subsection: Conclusion,
VAM_5_Lagrangian_Gravity_Electromagnetism/Appendix/Appendix_Benchmark7.tex,,
VAM_5_Lagrangian_Gravity_Electromagnetism/Appendix/Appendix_Benchmark7.tex,section: Benchmark 7: Neutrino as a Hopfion Doublet Vortex Mode,
VAM_5_Lagrangian_Gravity_Electromagnetism/Appendix/Appendix_Benchmark7.tex,subsection: Topological Properties,
VAM_5_Lagrangian_Gravity_Electromagnetism/Appendix/Appendix_Benchmark7.tex,subsection: Neutrino–Antineutrino Distinction,
VAM_5_Lagrangian_Gravity_Electromagnetism/Appendix/Appendix_Benchmark7.tex,subsection: Interaction Properties,
VAM_5_Lagrangian_Gravity_Electromagnetism/Appendix/Appendix_Benchmark7.tex,subsection: Mass Evaluation via VAM Master Formula,
VAM_5_Lagrangian_Gravity_Electromagnetism/Appendix/Appendix_Benchmark7.tex,subsection: Conclusion,
VAM_5_Lagrangian_Gravity_Electromagnetism/Appendix/Appendix_Benchmark8.tex,,
VAM_5_Lagrangian_Gravity_Electromagnetism/Appendix/Appendix_Benchmark8.tex,section: Benchmark 8: Planck-Scale Vortex and Maximum Force Limit,
VAM_5_Lagrangian_Gravity_Electromagnetism/Appendix/Appendix_Benchmark8.tex,subsection: Core Parameters,
VAM_5_Lagrangian_Gravity_Electromagnetism/Appendix/Appendix_Benchmark8.tex,subsection: Comparison with Defined Maximum Force,
VAM_5_Lagrangian_Gravity_Electromagnetism/Appendix/Appendix_Benchmark8.tex,subsection: Interpretation,
VAM_5_Lagrangian_Gravity_Electromagnetism/Appendix/Appendix_Benchmark8.tex,subsection: Conclusion,
VAM_5_Lagrangian_Gravity_Electromagnetism/Appendix/Appendix_Benchmark9.tex,,
VAM_5_Lagrangian_Gravity_Electromagnetism/Appendix/Appendix_Benchmark9.tex,section: Benchmark 9: Vorticity-Induced Gravity vs General Relativity,
VAM_5_Lagrangian_Gravity_Electromagnetism/Appendix/Appendix_Benchmark9.tex,subsection: VAM Swirl Potential,
VAM_5_Lagrangian_Gravity_Electromagnetism/Appendix/Appendix_Benchmark9.tex,subsection: Comparison with General Relativity,
VAM_5_Lagrangian_Gravity_Electromagnetism/Appendix/Appendix_Benchmark9.tex,subsection: Physical Consequences,
VAM_5_Lagrangian_Gravity_Electromagnetism/Appendix/Appendix_Benchmark9.tex,subsection: Conclusion,
VAM_5_Lagrangian_Gravity_Electromagnetism/Appendix/Calucalte.py,,
VAM_5_Lagrangian_Gravity_Electromagnetism/Sections/00_IntroductionAndMotivation.tex,,
VAM_5_Lagrangian_Gravity_Electromagnetism/Sections/00_IntroductionAndMotivation.tex,section: Introduction,
VAM_5_Lagrangian_Gravity_Electromagnetism/Sections/01_SwirlclockInducedTimeAsymmetry.tex,,
VAM_5_Lagrangian_Gravity_Electromagnetism/Sections/01_SwirlclockInducedTimeAsymmetry.tex,section: Swirlclock-Induced Time Asymmetry in Chiral Vortex Knots,
VAM_5_Lagrangian_Gravity_Electromagnetism/Sections/01_SwirlclockInducedTimeAsymmetry.tex,subsection: Time Reversal and Chirality,
VAM_5_Lagrangian_Gravity_Electromagnetism/Sections/01_SwirlclockInducedTimeAsymmetry.tex,subsection: Kaon Oscillations as Swirlclock Phase Shifts,
VAM_5_Lagrangian_Gravity_Electromagnetism/Sections/01_SwirlclockInducedTimeAsymmetry.tex,subsection: Implications for Matter-Antimatter Asymmetry,
VAM_5_Lagrangian_Gravity_Electromagnetism/Sections/02_SwirlclockInterferenceTimeReversalAsymmetryNeutrino.tex,,
VAM_5_Lagrangian_Gravity_Electromagnetism/Sections/02_SwirlclockInterferenceTimeReversalAsymmetryNeutrino.tex,section: Swirlclock Phase Interference as the Origin of Neutrino Oscillations and T-Violation,
VAM_5_Lagrangian_Gravity_Electromagnetism/Sections/02_SwirlclockInterferenceTimeReversalAsymmetryNeutrino.tex,subsection: Introduction,
VAM_5_Lagrangian_Gravity_Electromagnetism/Sections/02_SwirlclockInterferenceTimeReversalAsymmetryNeutrino.tex,subsection: Swirlclock Dynamics in Chiral Vortices,
VAM_5_Lagrangian_Gravity_Electromagnetism/Sections/02_SwirlclockInterferenceTimeReversalAsymmetryNeutrino.tex,subsection: Swirlclock-Based Neutrino Oscillations,
VAM_5_Lagrangian_Gravity_Electromagnetism/Sections/02_SwirlclockInterferenceTimeReversalAsymmetryNeutrino.tex,subsection: Derivation of the Swirlclock Phase Lag,
VAM_5_Lagrangian_Gravity_Electromagnetism/Sections/02_SwirlclockInterferenceTimeReversalAsymmetryNeutrino.tex,subsection: Geometric Origin of T-Violation,
VAM_5_Lagrangian_Gravity_Electromagnetism/Sections/02_SwirlclockInterferenceTimeReversalAsymmetryNeutrino.tex,subsection: Summary,
VAM_5_Lagrangian_Gravity_Electromagnetism/Sections/03_TopologicalOriginOfCharge.tex,,
VAM_5_Lagrangian_Gravity_Electromagnetism/Sections/03_TopologicalOriginOfCharge.tex,section: Topological Origin of Charge and Spin in the Vortex \AE ther Model (VAM),
VAM_5_Lagrangian_Gravity_Electromagnetism/Sections/03_TopologicalOriginOfCharge.tex,subsection: Charge as Helicity in Knotted Vortex Structures,
VAM_5_Lagrangian_Gravity_Electromagnetism/Sections/03_TopologicalOriginOfCharge.tex,"subsection: Spin as Topological Circulation (Torus Knot Class \( T_{p,q",
VAM_5_Lagrangian_Gravity_Electromagnetism/Sections/04_GravityAndElectromagnetismUnification.tex,,
VAM_5_Lagrangian_Gravity_Electromagnetism/Sections/04_GravityAndElectromagnetismUnification.tex,section: Emergence of Gravity and Electromagnetism from Vorticity Fields in the Æther,
VAM_5_Lagrangian_Gravity_Electromagnetism/Sections/04_GravityAndElectromagnetismUnification.tex,subsection: Gravitational Effects as Swirl Pressure Gradients,
VAM_5_Lagrangian_Gravity_Electromagnetism/Sections/04_GravityAndElectromagnetismUnification.tex,subsection: Electromagnetism as Vortex Chirality and Biot–Savart Structure,
VAM_5_Lagrangian_Gravity_Electromagnetism/Sections/04_GravityAndElectromagnetismUnification.tex,subsection: Unified Interpretation,
VAM_5_Lagrangian_Gravity_Electromagnetism/Sections/04_GravityAndElectromagnetismUnification.tex,section: Unified Vorticity Lagrangian for Gravity and Electromagnetism,
VAM_5_Lagrangian_Gravity_Electromagnetism/Sections/04_GravityAndElectromagnetismUnification.tex,subsection: Unified Lagrangian Density,
VAM_5_Lagrangian_Gravity_Electromagnetism/Sections/04_GravityAndElectromagnetismUnification.tex,subsection: Euler--Lagrange Equations,
VAM_5_Lagrangian_Gravity_Electromagnetism/Sections/04_GravityAndElectromagnetismUnification.tex,subsection: Unification Summary Table,
VAM_5_Lagrangian_Gravity_Electromagnetism/Sections/05_DeriveMaxwellFromLagrangian.tex,,
VAM_5_Lagrangian_Gravity_Electromagnetism/Sections/05_DeriveMaxwellFromLagrangian.tex,section: Unifying Gravity and Electromagnetism in the Vortex \AE ther Model,
VAM_5_Lagrangian_Gravity_Electromagnetism/Sections/05_DeriveMaxwellFromLagrangian.tex,subsection: Unified Lagrangian,
VAM_5_Lagrangian_Gravity_Electromagnetism/Sections/05_DeriveMaxwellFromLagrangian.tex,subsection: Dynamical Field Equation,
VAM_5_Lagrangian_Gravity_Electromagnetism/Sections/05_DeriveMaxwellFromLagrangian.tex,subsection: Topological Maxwell–Swirl Equations,
VAM_5_Lagrangian_Gravity_Electromagnetism/Sections/05_DeriveMaxwellFromLagrangian.tex,subsection: Interpretation,
VAM_5_Lagrangian_Gravity_Electromagnetism/Sections/06_DerivingHamiltonianForMasterFormula.tex,,
VAM_5_Lagrangian_Gravity_Electromagnetism/Sections/06_DerivingHamiltonianForMasterFormula.tex,section: Hamiltonian Structure of VAM and Its Connection to Mass,
VAM_5_Lagrangian_Gravity_Electromagnetism/Sections/06_DerivingHamiltonianForMasterFormula.tex,subsection: Hamiltonian Formulation of VAM and Connection to the Master Formula,
VAM_5_Lagrangian_Gravity_Electromagnetism/Sections/06_DerivingHamiltonianForMasterFormula.tex,subsection: Interpretation of Terms,
VAM_5_Lagrangian_Gravity_Electromagnetism/Sections/06_DerivingHamiltonianForMasterFormula.tex,subsection: Total Vortex Mass–Energy,
VAM_5_Lagrangian_Gravity_Electromagnetism/Sections/06_DerivingHamiltonianForMasterFormula.tex,subsection: Connection to the Master Formula,
VAM_5_Lagrangian_Gravity_Electromagnetism/Sections/06_DerivingHamiltonianForMasterFormula.tex,subsection: Conclusion,
VAM_5_Lagrangian_Gravity_Electromagnetism/Sections/07_Hamilton-Jacobi.tex,,
VAM_5_Lagrangian_Gravity_Electromagnetism/Sections/07_Hamilton-Jacobi.tex,section: Emergent Phase Mechanics,
VAM_5_Lagrangian_Gravity_Electromagnetism/Sections/07_Hamilton-Jacobi.tex,subsection: Hamiltonian Derivation from VAM Lagrangian,
VAM_5_Lagrangian_Gravity_Electromagnetism/Sections/07_Hamilton-Jacobi.tex,subsection: Hamilton--Jacobi Formulation in VAM,
VAM_5_Lagrangian_Gravity_Electromagnetism/Sections/07_Hamilton-Jacobi.tex,subsection: Swirlclock Phase and Hamilton--Jacobi Equation,
VAM_5_Lagrangian_Gravity_Electromagnetism/Sections/07_Hamilton-Jacobi.tex,subsection: Quantization from Circulation Integrals,
VAM_5_Lagrangian_Gravity_Electromagnetism/Sections/07_Hamilton-Jacobi.tex,subsection: de Broglie--Vortex Relation,
VAM_5_Lagrangian_Gravity_Electromagnetism/Sections/07_Hamilton-Jacobi.tex,subsection: Explicit Hamilton--Jacobi Derivation from Phase Dynamics,
VAM_5_Lagrangian_Gravity_Electromagnetism/Sections/07_Hamilton-Jacobi.tex,subsection: Conclusion,
VAM_5_Lagrangian_Gravity_Electromagnetism/Sections/08_TenoiralOntology.tex,,
VAM_5_Lagrangian_Gravity_Electromagnetism/Sections/08_TenoiralOntology.tex,section: Wave–Vortex Duality and Swirl Momentum Conservation,
VAM_5_Lagrangian_Gravity_Electromagnetism/Sections/08_TenoiralOntology.tex,section: Double-Slit Interference in the Vortex Æther Model,
VAM_5_Lagrangian_Gravity_Electromagnetism/Sections/08_TenoiralOntology.tex,section: Temporal Ontology and Phase Structure in VAM,
VAM_5_Lagrangian_Gravity_Electromagnetism/Sections/08_TenoiralOntology.tex,subsection: Temporal Layering,
VAM_5_Lagrangian_Gravity_Electromagnetism/Sections/08_TenoiralOntology.tex,subsection: Connection to Swirlclock Dynamics,
VAM_5_Lagrangian_Gravity_Electromagnetism/Sections/08_TenoiralOntology.tex,subsection: Topological Time Asymmetry,
VAM_5_Lagrangian_Gravity_Electromagnetism/Sections/08_TenoiralOntology.tex,subsection: Conclusion,
VAM_5_Lagrangian_Gravity_Electromagnetism/Sections/09_ConclusionDiscussion.tex,,
VAM_5_Lagrangian_Gravity_Electromagnetism/Sections/09_ConclusionDiscussion.tex,section: Conclusion and Discussion,
VAM_6_Knotted_Gauge_Fields/knots_def.md,,
VAM_6_Knotted_Gauge_Fields/VAM-6-Knotted_Gauge_Fields.tex,,
VAM_6_Knotted_Gauge_Fields/images/FatTreFoil.py,,
VAM_6_Knotted_Gauge_Fields/images/gauge_swirl_equivalence.py,,
VAM_6_Knotted_Gauge_Fields/images/KnotThreadedPolarFlow.py,,
VAM_6_Knotted_Gauge_Fields/images/mechanical_trefoil.py,,
VAM_6_Knotted_Gauge_Fields/images/PressureProfileAroundCore.py,,
VAM_6_Knotted_Gauge_Fields/images/SiOperatorsVerification.py,,
VAM_6_Knotted_Gauge_Fields/images/SwirlVSGauge.py,,
VAM_6_Knotted_Gauge_Fields/images/TimeDilationCore.py,,
VAM_6_Knotted_Gauge_Fields/images/vortex_knot_diagram.py,,
VAM_6_Knotted_Gauge_Fields/section/01_Introduction.tex,,
VAM_6_Knotted_Gauge_Fields/section/01_Introduction.tex,section: Introduction,
VAM_6_Knotted_Gauge_Fields/section/01_Introduction.tex,subsection: Postulates of the Vortex Æther Model,
VAM_6_Knotted_Gauge_Fields/section/01_Introduction.tex,section: Terminology and Classical Correspondence,
VAM_6_Knotted_Gauge_Fields/section/02_motivation.tex,,
VAM_6_Knotted_Gauge_Fields/section/02_motivation.tex,section: Motivation,
VAM_6_Knotted_Gauge_Fields/section/02_motivation.tex,subsection: Unified Constants and Units in VAM,
VAM_6_Knotted_Gauge_Fields/section/02_motivation.tex,subsection: Derived Couplings and Constants in VAM,
VAM_6_Knotted_Gauge_Fields/section/02_motivation.tex,subsection: Comparative Origins of Constants: Standard Model vs. VAM,
VAM_6_Knotted_Gauge_Fields/section/02_motivation.tex,section: Foundational Contrasts: Constants and Particles in VAM vs. SM,
VAM_6_Knotted_Gauge_Fields/section/03_natural_æther_constants.tex,,
VAM_6_Knotted_Gauge_Fields/section/03_natural_æther_constants.tex,section: Natural Æther Constants and Dimensional Reformulation,
VAM_6_Knotted_Gauge_Fields/section/03_natural_æther_constants.tex,"section: Natural Unit Reformulation: \( C_e = 1, \, r_c = 1 \)",
VAM_6_Knotted_Gauge_Fields/section/03_natural_æther_constants.tex,subsection: Normalized Quantities,
VAM_6_Knotted_Gauge_Fields/section/03_natural_æther_constants.tex,subsection: Advantages of the Natural Unit Form,
VAM_6_Knotted_Gauge_Fields/section/03_natural_æther_constants.tex,subsection: Running Coupling Constants from Æther Density,
VAM_6_Knotted_Gauge_Fields/section/04_standard_model_lagrangian.tex,,
VAM_6_Knotted_Gauge_Fields/section/04_standard_model_lagrangian.tex,section: Reformulating the Standard Model Lagrangian in VAM Units,
VAM_6_Knotted_Gauge_Fields/section/04_standard_model_lagrangian.tex,subsection: Core Assumptions,
VAM_6_Knotted_Gauge_Fields/section/04_standard_model_lagrangian.tex,subsection: Temporal Ontology in Lagrangian Dynamics,
VAM_6_Knotted_Gauge_Fields/section/04_standard_model_lagrangian.tex,subsection: Remarks on Spacetime Treatment,
VAM_6_Knotted_Gauge_Fields/section/04_standard_model_lagrangian.tex,subsection: VAM-Reformulated Lagrangian,
VAM_6_Knotted_Gauge_Fields/section/04_standard_model_lagrangian.tex,subsection: Gauge Fields as Vorticity Structures,
VAM_6_Knotted_Gauge_Fields/section/04_standard_model_lagrangian.tex,subsection: Fermion Kinetics via Swirl Propagation,
VAM_6_Knotted_Gauge_Fields/section/04_standard_model_lagrangian.tex,subsection: Mass from Helicity and Inertia,
VAM_6_Knotted_Gauge_Fields/section/04_standard_model_lagrangian.tex,subsection: Higgs Field as \AE{,
VAM_6_Knotted_Gauge_Fields/section/04_standard_model_lagrangian.tex,subsection: Topological Helicity and Knot Dynamics,
VAM_6_Knotted_Gauge_Fields/section/04_standard_model_lagrangian.tex,subsection: Helicity as a Chern--Simons Analog,
VAM_6_Knotted_Gauge_Fields/section/05_Emergent_Constants_from_Fluid_Analogs.tex,,
VAM_6_Knotted_Gauge_Fields/section/05_Emergent_Constants_from_Fluid_Analogs.tex,section: Emergent Constants from Fluid Analogs,
VAM_6_Knotted_Gauge_Fields/section/05_Emergent_Constants_from_Fluid_Analogs.tex,subsection: Temporal Modes in Derived Quantities,
VAM_6_Knotted_Gauge_Fields/section/05_Emergent_Constants_from_Fluid_Analogs.tex,subsection: Mathematical Derivation of the VAM-Lagrangian,
VAM_6_Knotted_Gauge_Fields/section/05_Emergent_Constants_from_Fluid_Analogs.tex,subsection: Supporting Experimental and Theoretical Observations,
VAM_6_Knotted_Gauge_Fields/section/05_Emergent_Constants_from_Fluid_Analogs.tex,subsection: Quantized Swirl Fields via Mode Expansion,
VAM_6_Knotted_Gauge_Fields/section/06_VariationalDerivationSwirlLagrangian.tex,,
VAM_6_Knotted_Gauge_Fields/section/06_VariationalDerivationSwirlLagrangian.tex,section: Variational Derivation of the Swirl Lagrangian,
VAM_6_Knotted_Gauge_Fields/section/06_VariationalDerivationSwirlLagrangian.tex,subsection: Field Structure and Helmholtz Decomposition,
VAM_6_Knotted_Gauge_Fields/section/06_VariationalDerivationSwirlLagrangian.tex,subsection: Action Functional and Swirl Gauge Field,
VAM_6_Knotted_Gauge_Fields/section/06_VariationalDerivationSwirlLagrangian.tex,subsection: Euler--Lagrange Equations and Continuity,
VAM_6_Knotted_Gauge_Fields/section/06_VariationalDerivationSwirlLagrangian.tex,subsection: Mass from Topology and Helicity,
VAM_6_Knotted_Gauge_Fields/section/06_VariationalDerivationSwirlLagrangian.tex,subsection: Outlook: Quantization Path,
VAM_6_Knotted_Gauge_Fields/section/07_CanonicalCommutatorsAndSwirlQuantization.tex,,
VAM_6_Knotted_Gauge_Fields/section/07_CanonicalCommutatorsAndSwirlQuantization.tex,section: Canonical Commutators and Swirl Quantization,
VAM_6_Knotted_Gauge_Fields/section/08_BoundaryGaugeConditions.tex,,
VAM_6_Knotted_Gauge_Fields/section/08_BoundaryGaugeConditions.tex,section: Boundary and Gauge Conditions in VAM,
VAM_6_Knotted_Gauge_Fields/section/08_BoundaryGaugeConditions.tex,subsection: Boundary Conditions,
VAM_6_Knotted_Gauge_Fields/section/08_BoundaryGaugeConditions.tex,subsection: Gauge Conditions,
VAM_6_Knotted_Gauge_Fields/section/09_TopologicalOriginsOfParticleProperties.tex,,
VAM_6_Knotted_Gauge_Fields/section/09_TopologicalOriginsOfParticleProperties.tex,section: Topological Origins of Particle Properties in VAM,
VAM_6_Knotted_Gauge_Fields/section/09_TopologicalOriginsOfParticleProperties.tex,subsection: Mass as a Function of Circulation and Core Geometry,
VAM_6_Knotted_Gauge_Fields/section/09_TopologicalOriginsOfParticleProperties.tex,subsection: Spin from Quantized Vortex Angular Momentum,
VAM_6_Knotted_Gauge_Fields/section/09_TopologicalOriginsOfParticleProperties.tex,subsection: Charge via Swirl Chirality and Helicity Direction,
VAM_6_Knotted_Gauge_Fields/section/09_TopologicalOriginsOfParticleProperties.tex,subsection: Flavor and Generation from Topological Class,
VAM_6_Knotted_Gauge_Fields/section/09_TopologicalOriginsOfParticleProperties.tex,subsection: Color and Confinement via Vortex Bundle Interactions,
VAM_6_Knotted_Gauge_Fields/section/10_MassAndInertiaFromVortexCirculation.tex,,
VAM_6_Knotted_Gauge_Fields/section/10_MassAndInertiaFromVortexCirculation.tex,section: Mass and Inertia from Vortex Circulation,
VAM_6_Knotted_Gauge_Fields/section/10_MassAndInertiaFromVortexCirculation.tex,subsection: Emergent Relativistic Limit from \AE{,
VAM_6_Knotted_Gauge_Fields/section/10_MassAndInertiaFromVortexCirculation.tex,subsection: Kinetic Energy of a Vortex Knot,
VAM_6_Knotted_Gauge_Fields/section/10_MassAndInertiaFromVortexCirculation.tex,subsection: Circulation and Geometric Mass Emergence,
VAM_6_Knotted_Gauge_Fields/section/10_MassAndInertiaFromVortexCirculation.tex,subsection: Lagrangian Mass Term in VAM,
VAM_6_Knotted_Gauge_Fields/section/11_Knot_Taxonomy.tex,,
VAM_6_Knotted_Gauge_Fields/section/11_Knot_Taxonomy.tex,section: VAM Knot Taxonomy: A Layered Topological Structure of Matter,
VAM_6_Knotted_Gauge_Fields/section/11_Knot_Taxonomy.tex,subsection: introduction,
VAM_6_Knotted_Gauge_Fields/section/11_Knot_Taxonomy.tex,subsection: Temporal Ontology Interpretation,
VAM_6_Knotted_Gauge_Fields/section/11_Knot_Taxonomy.tex,section: Overview,
VAM_6_Knotted_Gauge_Fields/section/11_Knot_Taxonomy.tex,subsection: Foundational Postulate: Chirality and Swirl Gravity Response,
VAM_6_Knotted_Gauge_Fields/section/11_Knot_Taxonomy.tex,subsection: Axioms of the VAM Knot Taxonomy,
VAM_6_Knotted_Gauge_Fields/section/11_Knot_Taxonomy.tex,section: Taxonomic Layers,
VAM_6_Knotted_Gauge_Fields/section/11_Knot_Taxonomy.tex,subsection: I. Fundamental Knot Species,
VAM_6_Knotted_Gauge_Fields/section/11_Knot_Taxonomy.tex,subsection: II. Composite Knots and Cables,
VAM_6_Knotted_Gauge_Fields/section/11_Knot_Taxonomy.tex,subsection: III. Chemical and Physical Emergence,
VAM_6_Knotted_Gauge_Fields/section/11_Knot_Taxonomy.tex,subsubsection: Leptonic Layer (Torus Knot Dominated),
VAM_6_Knotted_Gauge_Fields/section/11_Knot_Taxonomy.tex,subsubsection: Hadronic Layer (Cable and Satellite Knots),
VAM_6_Knotted_Gauge_Fields/section/11_Knot_Taxonomy.tex,subsubsection: Atomic Layer (Knot Couplings),
VAM_6_Knotted_Gauge_Fields/section/11_Knot_Taxonomy.tex,subsubsection: Molecular Layer (Topological Bonding),
VAM_6_Knotted_Gauge_Fields/section/11_Knot_Taxonomy.tex,subsection: IV. Exotic Layers,
VAM_6_Knotted_Gauge_Fields/section/11_Knot_Taxonomy.tex,subsubsection: Dark Energy Layer,
VAM_6_Knotted_Gauge_Fields/section/11_Knot_Taxonomy.tex,subsubsection: Dark Matter Layer,
VAM_6_Knotted_Gauge_Fields/section/11_Knot_Taxonomy.tex,subsubsection: Bosonic Swirl Followers,
VAM_6_Knotted_Gauge_Fields/section/11_Knot_Taxonomy.tex,subsubsection: Chirality and Time,
VAM_6_Knotted_Gauge_Fields/section/11_Knot_Taxonomy.tex,subsection: V. Hierarchical Topology of Matter,
VAM_6_Knotted_Gauge_Fields/section/11_Knot_Taxonomy.tex,subsection: VI. Gravitational Classifier Function,
VAM_6_Knotted_Gauge_Fields/section/11_Knot_Taxonomy.tex,subsubsection: Interpretation Table,
VAM_6_Knotted_Gauge_Fields/section/11_Knot_Taxonomy.tex,subsection: VII. Topological Reformulation of Fundamental Interactions,
VAM_6_Knotted_Gauge_Fields/section/11_Knot_Taxonomy.tex,subsubsection: A. Gravity as Swirl Coupling ($\mathcal{G,
VAM_6_Knotted_Gauge_Fields/section/11_Knot_Taxonomy.tex,subsubsection: B. Strong Force as Knot Confinement,
VAM_6_Knotted_Gauge_Fields/section/11_Knot_Taxonomy.tex,subsubsection: C. Weak Force as Chirality Transmutation,
VAM_6_Knotted_Gauge_Fields/section/11_Knot_Taxonomy.tex,subsubsection: D. Summary Table,
VAM_6_Knotted_Gauge_Fields/section/11_Knot_Taxonomy.tex,subsubsection: E. Suggested Visuals (Optional),
VAM_6_Knotted_Gauge_Fields/section/12_HelicityInterferenceSuppressionTermFromVortexKnotPacking.tex,,
VAM_6_Knotted_Gauge_Fields/section/12_HelicityInterferenceSuppressionTermFromVortexKnotPacking.tex,section: Helicity Interference Suppression Term from Vortex Knot Packing,
VAM_6_Knotted_Gauge_Fields/section/12_HelicityInterferenceSuppressionTermFromVortexKnotPacking.tex,subsection: From Naive Energy to Corrected Mass,
VAM_6_Knotted_Gauge_Fields/section/12_HelicityInterferenceSuppressionTermFromVortexKnotPacking.tex,subsection: Coherence Suppression Term \( \xi(n) \),
VAM_6_Knotted_Gauge_Fields/section/13_DerivationOfBaryons.tex,,
VAM_6_Knotted_Gauge_Fields/section/13_DerivationOfBaryons.tex,section: Derivation of Baryon Masses from First Principles in the Vortex \AE{,
VAM_6_Knotted_Gauge_Fields/section/13_DerivationOfBaryons.tex,subsection: Vortex Energy of a Knot,
VAM_6_Knotted_Gauge_Fields/section/13_DerivationOfBaryons.tex,subsection: Knot Assignments for Quarks,
VAM_6_Knotted_Gauge_Fields/section/13_DerivationOfBaryons.tex,subsection: Swirl Interference and Renormalization,
VAM_6_Knotted_Gauge_Fields/section/13_DerivationOfBaryons.tex,subsection: Final Baryon Mass Equation,
VAM_6_Knotted_Gauge_Fields/section/13_DerivationOfBaryons.tex,subsection: Proton and Neutron Structure,
VAM_6_Knotted_Gauge_Fields/section/13_DerivationOfBaryons.tex,subsection: Temporal Ontology Summary,
VAM_6_Knotted_Gauge_Fields/section/13_DerivationOfBaryons.tex,subsection: Numerical Evaluation and Temporal Scaling,
VAM_6_Knotted_Gauge_Fields/section/14_General_Mass_Formula.tex,,
VAM_6_Knotted_Gauge_Fields/section/14_General_Mass_Formula.tex,section: General Mass Formula (Unified VAM Topology),
VAM_6_Knotted_Gauge_Fields/section/14_General_Mass_Formula.tex,subsection: Parameter Definitions and Physical Meaning,
VAM_6_Knotted_Gauge_Fields/section/14_General_Mass_Formula.tex,subsection: Canonical Reduction Cases,
VAM_6_Knotted_Gauge_Fields/section/14_General_Mass_Formula.tex,subsection: Interpretation,
