symbol,alias_matched,value_str,value_num,file,line,context
r_c,rc,1.40897017,1.40897017,VAM-2-Swirl_Clocks_and_Vorticity-Induced_Gravity.pdf,1634,rc Vortex core radius Characteristic decay scale1.40897017×10−15m
C_e,Ce,1.09384563,1.09384563,VAM-2-Swirl_Clocks_and_Vorticity-Induced_Gravity.pdf,1635,Ce Vortex tangential velocity Maximal edge swirl velocity1.09384563×106m/s
r_c,rc,29.053507,29.053507,VAM-2-Swirl_Clocks_and_Vorticity-Induced_Gravity.pdf,1639,Fmax Max force From Planck-scale dynamics29.053507N
t_p,t[pP],5.391247,5.391247,VAM-2-Swirl_Clocks_and_Vorticity-Induced_Gravity.pdf,1640,tp Planck time Quantum gravity scale5.391247×10−44s
r_c,rc,1,1.0,VAM-2-Swirl_Clocks_and_Vorticity-Induced_Gravity.pdf,1689,rc=1
c,\bc\b\s*(=|≈),2,2.0,VAM-2-Swirl_Clocks_and_Vorticity-Induced_Gravity.pdf,1698,Substitutingω c=mec2
r_c,rc,1,1.0,VAM-2-Swirl_Clocks_and_Vorticity-Induced_Gravity.pdf,1699,ℏandrc=1
C_e,Ce,2,2.0,VAM-2-Swirl_Clocks_and_Vorticity-Induced_Gravity.pdf,1701,Ce=/parenleftiggmec2
C_e,Ce,1,1.0,VAM-2-Swirl_Clocks_and_Vorticity-Induced_Gravity.pdf,1707,Ce=1
C_e,Ce,1.0938,1.0938,VAM-2-Swirl_Clocks_and_Vorticity-Induced_Gravity.pdf,1714,"Ce≈1.0938×106m/s,"
alpha,fine-structure,1,1.0,VAM-2-Swirl_Clocks_and_Vorticity-Induced_Gravity.pdf,1715,is consistent with the experimentally observed fine-structure constantα≈1/137[?].
C_e,Ce,2,2.0,VAM-2-Swirl_Clocks_and_Vorticity-Induced_Gravity.pdf,1720,α=2Ce
r_c,rc,29,29.0,VAM-2-Swirl_Clocks_and_Vorticity-Induced_Gravity.pdf,1768,"•F maxis the maximum force in VAM, set to approximately29 N[?]."
C_e,Ce,3,3.0,VAM-2-Swirl_Clocks_and_Vorticity-Induced_Gravity.pdf,1786,Gswirl=Cec3l2
C_e,Ce,5,5.0,VAM-2-Swirl_Clocks_and_Vorticity-Induced_Gravity.pdf,1798,Gswirl=Cec5t2
r_c,rc,29,29.0,VAM-2-Swirl_Clocks_and_Vorticity-Induced_Gravity.pdf,1807,"•ThemaximumforceF max(≈29N)actsasanaturalcutoff,limitingthestrengthofgravitationalinteractions[?]."
C_e,Ce,3,3.0,VAM-2-Swirl_Clocks_and_Vorticity-Induced_Gravity.pdf,1811,Gswirl=Cec3l2
C_e,Ce,5,5.0,VAM-2-Swirl_Clocks_and_Vorticity-Induced_Gravity.pdf,1816,Gswirl=Cec5t2
r_c,rc,2,2.0,VAM-2-Swirl_Clocks_and_Vorticity-Induced_Gravity.pdf,1867,rc2.
r_c,rc,2,2.0,VAM-2-Swirl_Clocks_and_Vorticity-Induced_Gravity.pdf,1871,c2e−r/rc−Ω2
r_c,rc,2,2.0,VAM-2-Swirl_Clocks_and_Vorticity-Induced_Gravity.pdf,1872,"c2e−r/rc,"
C_e,Ce,0,0.0,VAM-2-Swirl_Clocks_and_Vorticity-Induced_Gravity.pdf,1937,Null Hypothesis (H 0):Ceis not universal; it varies with material and design param-
C_e,Ce,1,1.0,VAM-2-Swirl_Clocks_and_Vorticity-Induced_Gravity.pdf,1940,Alternate Hypothesis (H 1):Ce≈1.0938×106m/s is universal within 1% across all
r_c,rc,20,20.0,VAM-2-Swirl_Clocks_and_Vorticity-Induced_Gravity.pdf,1986,"MEMS & SAW samples (20–30) Commercial-grade, varied geometries/materials $4,000"
r_c,rc,6,6.0,VAM-2-Swirl_Clocks_and_Vorticity-Induced_Gravity.pdf,1987,"Custom nanobeam chips (optional) For extreme frequency testing (outsourced fabrication) $6,000"
r_c,rc,2,2.0,VAM-2-Swirl_Clocks_and_Vorticity-Induced_Gravity.pdf,2034,2Fmaxrc·re−r/rc(D1)
r_c,rc,2,2.0,VAM-2-Swirl_Clocks_and_Vorticity-Induced_Gravity.pdf,2058,2Fmaxrc⇒∆g=−dΦ
C_e,Ce,106,106.0,VAM-2-Swirl_Clocks_and_Vorticity-Induced_Gravity.pdf,2064,•Ce≈106m/s
C_e,Ce,1.09384563,1.09384563,VAM-2-Swirl_Clocks_and_Vorticity-Induced_Gravity.pdf,2069,Ce 1.09384563×106m/s
r_c,rc,1.40897017,1.40897017,VAM-2-Swirl_Clocks_and_Vorticity-Induced_Gravity.pdf,2071,rc 1.40897017×10−15m
t_p,t[pP],5.391247,5.391247,VAM-2-Swirl_Clocks_and_Vorticity-Induced_Gravity.pdf,2073,tp 5.391247×10−44s
r_c,rc,2,2.0,VAM-2-Swirl_Clocks_and_Vorticity-Induced_Gravity.pdf,2096,2Fmaxe−2r/rc
C_e,Ce,106,106.0,VAM-2-Swirl_Clocks_and_Vorticity-Induced_Gravity.pdf,2107,"Ce∼106m/s, leading to predicted gravitational acceleration shifts:"
r_c,rc,2,2.0,VAM-2-Swirl_Clocks_and_Vorticity-Induced_Gravity.pdf,2110,Fmaxrce−2r/rc
r_c,rc,3,3.0,VAM-2-Swirl_Clocks_and_Vorticity-Induced_Gravity.pdf,2128,e−r/rc(D3)
r_c,rc,1,1.0,VAM-2-Swirl_Clocks_and_Vorticity-Induced_Gravity.pdf,2152,1. Hierarchical Temporal Ontology
phi,ϕ,0,0.0,VAM-2-Swirl_Clocks_and_Vorticity-Induced_Gravity.pdf,2175,Fµν(Ξ0) =∂µAν−∂νAµ+ϕ(⟲)δµν(E3)
phi,ϕ,3,3.0,VAM-2-Swirl_Clocks_and_Vorticity-Induced_Gravity.pdf,2216,Fµν=∂µAν−∂νAµ+ϕ(⟲)δµν(F3)
r_c,rc,1.5,1.5,VAM-2-Swirl_Clocks_and_Vorticity-Induced_Gravity.pdf,2227,"Consider a trefoil knot vortex withT v= 1.5×10−21s, circulationΓ = 6.6×10−8m2/s,"
phi,ϕ,2,2.0,VAM-2-Swirl_Clocks_and_Vorticity-Induced_Gravity.pdf,2235,"With vector potentialA x=e−x2cos(ωt)and swirl potentialϕ(⟲) =λsin(θ), the gauge"
phi,ϕ,2,2.0,VAM-2-Swirl_Clocks_and_Vorticity-Induced_Gravity.pdf,2253,phase-modulated potentialϕ(⟲) =λsin(θ(x))and a vector potentialA x(t) =e−x2cos(ωt). This
r_c,rc,0,0.0,VAM-2-Swirl_Clocks_and_Vorticity-Induced_Gravity.pdf,2456,Forr≫r cwe havee−r/rc→0andΩ2≈0for non-rotating objects. The time dilation
r_c,rc,2,2.0,VAM-2-Swirl_Clocks_and_Vorticity-Induced_Gravity.pdf,2461,rc2.(I3)
r_c,rc,2,2.0,VAM-2-Swirl_Clocks_and_Vorticity-Induced_Gravity.pdf,2467,rc2.(I4)
r_c,rc,2,2.0,VAM-2-Swirl_Clocks_and_Vorticity-Induced_Gravity.pdf,2505,c2e−r/rc−2GswirlMeff(r)
r_c,rc,2,2.0,VAM-2-Swirl_Clocks_and_Vorticity-Induced_Gravity.pdf,2506,rc2−βΩ2 (J1)
r_c,rc,2,2.0,VAM-2-Swirl_Clocks_and_Vorticity-Induced_Gravity.pdf,2508,rc2decreases at higher altitudes⇒τaccelerates (clock
r_c,rc,2,2.0,VAM-2-Swirl_Clocks_and_Vorticity-Induced_Gravity.pdf,2510,•Therotation term−βΩ2grows with increasing tangential velocity of the aircraft⇒
C_e,Ce,1.09,1.09,VAM-2-Swirl_Clocks_and_Vorticity-Induced_Gravity.pdf,2523,CeTangential velocity of core∼1.09×106m/s
r_c,rc,1.4,1.4,VAM-2-Swirl_Clocks_and_Vorticity-Induced_Gravity.pdf,2524,rcVortex core radius∼1.4×10−15m
r_c,rc,1,1.0,VAM-2-Swirl_Clocks_and_Vorticity-Induced_Gravity.pdf,2532,1. Kelvin’s circulation theorem
r_c,rc,2,2.0,VAM-2-Swirl_Clocks_and_Vorticity-Induced_Gravity.pdf,2541,2. Circulation around the vortex core
C_e,Ce,2,2.0,VAM-2-Swirl_Clocks_and_Vorticity-Induced_Gravity.pdf,2545,⃗ v·d⃗l= 2πrcCe.(K2)
r_c,rc,2,2.0,VAM-2-Swirl_Clocks_and_Vorticity-Induced_Gravity.pdf,2545,⃗ v·d⃗l= 2πrcCe.(K2)
r_c,rc,3,3.0,VAM-2-Swirl_Clocks_and_Vorticity-Induced_Gravity.pdf,2548,3. Quantization of circulation
C_e,Ce,4,4.0,VAM-2-Swirl_Clocks_and_Vorticity-Induced_Gravity.pdf,2554,κ=Cerc (K4)
r_c,rc,4,4.0,VAM-2-Swirl_Clocks_and_Vorticity-Induced_Gravity.pdf,2554,κ=Cerc (K4)
C_e,Ce,5,5.0,VAM-2-Swirl_Clocks_and_Vorticity-Induced_Gravity.pdf,2635,Gswirl=Cec5t2
C_e,Ce,3,3.0,VAM-2-Swirl_Clocks_and_Vorticity-Induced_Gravity.pdf,2665,Meff=α·ρ æCer3
r_c,rc,1,1.0,VAM-2-Swirl_Clocks_and_Vorticity-Induced_Gravity.pdf,3005,1. Quantization of Circulation
C_e,Ce,2,2.0,VAM-2-Swirl_Clocks_and_Vorticity-Induced_Gravity.pdf,3012,Γ = 2πrcCe.(S2)
r_c,rc,2,2.0,VAM-2-Swirl_Clocks_and_Vorticity-Induced_Gravity.pdf,3012,Γ = 2πrcCe.(S2)
C_e,Ce,2,2.0,VAM-2-Swirl_Clocks_and_Vorticity-Induced_Gravity.pdf,3014,2πrcCe=2πℏ
r_c,rc,2,2.0,VAM-2-Swirl_Clocks_and_Vorticity-Induced_Gravity.pdf,3014,2πrcCe=2πℏ
r_c,rc,3,3.0,VAM-2-Swirl_Clocks_and_Vorticity-Induced_Gravity.pdf,3016,merc.(S3)
C_e,Ce,2,2.0,VAM-2-Swirl_Clocks_and_Vorticity-Induced_Gravity.pdf,3029,Ce=2ℏ
C_e,Ce,2,2.0,VAM-2-Swirl_Clocks_and_Vorticity-Induced_Gravity.pdf,3042,α=2Ce
r_c,rc,2,2.0,VAM-5-OnAVortexBasedLagrangianUnificationGravityElectromagnetism.pdf,92,rce−r/r c.(2)
t_p,t[pP],3.1,3.1,VAM-5-OnAVortexBasedLagrangianUnificationGravityElectromagnetism.pdf,95,"For a chiral knot such as the right-handed trefoil (KnotPlot ID3.1.1), the swirlclock progresses"
r_c,rc,14,14.0,VAM-5-OnAVortexBasedLagrangianUnificationGravityElectromagnetism.pdf,179,rce−ri/rc(14)
r_c,rc,1,1.0,VAM-5-OnAVortexBasedLagrangianUnificationGravityElectromagnetism.pdf,192,rce−ri/rc/radicaltp/radicalvertex/radicalvertex/radicalbt1−ρ(energy)
t_p,t[pP],1,1.0,VAM-5-OnAVortexBasedLagrangianUnificationGravityElectromagnetism.pdf,192,rce−ri/rc/radicaltp/radicalvertex/radicalvertex/radicalbt1−ρ(energy)
r_c,rc,1,1.0,VAM-5-OnAVortexBasedLagrangianUnificationGravityElectromagnetism.pdf,199,e−ri/rc/radicaltp/radicalvertex/radicalvertex/radicalbt1−ρ(energy)
t_p,t[pP],1,1.0,VAM-5-OnAVortexBasedLagrangianUnificationGravityElectromagnetism.pdf,199,e−ri/rc/radicaltp/radicalvertex/radicalvertex/radicalbt1−ρ(energy)
r_c,rc,2,2.0,VAM-5-OnAVortexBasedLagrangianUnificationGravityElectromagnetism.pdf,202,2π2r4cUmax−e−rj/rc/radicaltp/radicalvertex/radicalvertex/radicalbt1−ρ(energy)
t_p,t[pP],2,2.0,VAM-5-OnAVortexBasedLagrangianUnificationGravityElectromagnetism.pdf,202,2π2r4cUmax−e−rj/rc/radicaltp/radicalvertex/radicalvertex/radicalbt1−ρ(energy)
C_e,Ce,5,5.0,VAM-5-OnAVortexBasedLagrangianUnificationGravityElectromagnetism.pdf,295,Gswirl=Cec5t2
r_c,rc,3,3.0,VAM-5-OnAVortexBasedLagrangianUnificationGravityElectromagnetism.pdf,403,"⃗ ω=∇×⃗ v, circulationΓ =/contintegraltext⃗ v·d⃗ℓ, and helicityH=/integraltext⃗ v·⃗ ωd3x[14, 18]."
r_c,rc,2,2.0,VAM-5-OnAVortexBasedLagrangianUnificationGravityElectromagnetism.pdf,491,"æλg|⃗ ω|2: Swirl energy, source of gravity and time dilation."
r_c,rc,19,19.0,VAM-5-OnAVortexBasedLagrangianUnificationGravityElectromagnetism.pdf,602,"Vortex knots exhibit quantized circulation due to single-valuedness of the phase field [19, 24]:"
r_c,rc,2,2.0,VAM-5-OnAVortexBasedLagrangianUnificationGravityElectromagnetism.pdf,621,•hæ= 2πℏæis the circulation quantum.
t_p,t[pP],1,1.0,VAM-5-OnAVortexBasedLagrangianUnificationGravityElectromagnetism.pdf,730,dN=/radicaltp/radicalvertex/radicalvertex/radicalbt1−/parenleftigg
r_c,rc,+1,1.0,VAM-5-OnAVortexBasedLagrangianUnificationGravityElectromagnetism.pdf,868,"•A right-handed swirl pattern yieldsright-circular polarization(S z= +1),"
r_c,rc,1,1.0,VAM-5-OnAVortexBasedLagrangianUnificationGravityElectromagnetism.pdf,869,"•A left-handed swirl yieldsleft-circular polarization(S z=−1),"
r_c,rc,-1,-1.0,VAM-5-OnAVortexBasedLagrangianUnificationGravityElectromagnetism.pdf,871,The photon’s spin-1 nature is topological: the toroidal configuration allows two discrete circu-
r_c,rc,6.80,6.8,VAM-5-OnAVortexBasedLagrangianUnificationGravityElectromagnetism.pdf,895,CirculationΓ −6.80×10−18m2/s
r_c,rc,3,3.0,VAM-5-OnAVortexBasedLagrangianUnificationGravityElectromagnetism.pdf,1017,"D. Benchmark 3: Integrated Circulation, Energy, and Helicity"
r_c,rc,1,1.0,VAM-5-OnAVortexBasedLagrangianUnificationGravityElectromagnetism.pdf,1026,1. Circulation
r_c,rc,0,0.0,VAM-5-OnAVortexBasedLagrangianUnificationGravityElectromagnetism.pdf,1050,•H >0⇒Right-circularly polarized photon
r_c,rc,0,0.0,VAM-5-OnAVortexBasedLagrangianUnificationGravityElectromagnetism.pdf,1051,•H <0⇒Left-circularly polarized photon
r_c,rc,1.40897,1.40897,VAM-5-OnAVortexBasedLagrangianUnificationGravityElectromagnetism.pdf,1075,"•rc= 1.40897×10−15m: vortex core radius,"
c,\bc\b\s*(=|≈),1.17,1.17,VAM-5-OnAVortexBasedLagrangianUnificationGravityElectromagnetism.pdf,1078,"c≈1.17×10−44m3,"
C_e,Ce,1.09384563,1.09384563,VAM-5-OnAVortexBasedLagrangianUnificationGravityElectromagnetism.pdf,1082,"•Ce= 1.09384563×106m/s,"
r_c,rc,3,3.0,VAM-5-OnAVortexBasedLagrangianUnificationGravityElectromagnetism.pdf,1127,x(t) = (R+rcos(3t)) cos(2t)
r_c,rc,3,3.0,VAM-5-OnAVortexBasedLagrangianUnificationGravityElectromagnetism.pdf,1128,y(t) = (R+rcos(3t)) sin(2t)
r_c,rc,1.40897,1.40897,VAM-5-OnAVortexBasedLagrangianUnificationGravityElectromagnetism.pdf,1171,"•rc= 1.40897×10−15m,"
c,\bc\b\s*(=|≈),1.17,1.17,VAM-5-OnAVortexBasedLagrangianUnificationGravityElectromagnetism.pdf,1174,"c≈1.17×10−44m3,"
C_e,Ce,1.09384563,1.09384563,VAM-5-OnAVortexBasedLagrangianUnificationGravityElectromagnetism.pdf,1177,"•Ce= 1.09384563×106m/s,"
C_e,Ce,1.0938,1.0938,VAM-5-OnAVortexBasedLagrangianUnificationGravityElectromagnetism.pdf,1263,"•Ce= 1.0938×106m/s,"
r_c,rc,0,0.0,VAM-5-OnAVortexBasedLagrangianUnificationGravityElectromagnetism.pdf,1290,"•Zero net circulation:Γ =/contintegraltext⃗ v·d⃗l= 0,"
r_c,rc,1.40897,1.40897,VAM-5-OnAVortexBasedLagrangianUnificationGravityElectromagnetism.pdf,1348,"•rc= 1.40897×10−15m,"
c,\bc\b\s*(=|≈),1.17,1.17,VAM-5-OnAVortexBasedLagrangianUnificationGravityElectromagnetism.pdf,1351,"c≈1.17×10−44m3,"
C_e,Ce,1.09384563,1.09384563,VAM-5-OnAVortexBasedLagrangianUnificationGravityElectromagnetism.pdf,1354,"•Ce= 1.09384563×106m/s,"
r_c,rc,8,8.0,VAM-5-OnAVortexBasedLagrangianUnificationGravityElectromagnetism.pdf,1379,H. Benchmark 8: Planck-Scale Vortex and Maximum Force Limit
c,\bc\b\s*(=|≈),1.40897017,1.40897017,VAM-5-OnAVortexBasedLagrangianUnificationGravityElectromagnetism.pdf,1385,•Core radius:r c= 1.40897017×10−15m
r_c,rc,7.76,7.76,VAM-5-OnAVortexBasedLagrangianUnificationGravityElectromagnetism.pdf,1391,rc≈7.76×1020rad/s (H1)
c,\bc\b\s*(=|≈),2.33,2.33,VAM-5-OnAVortexBasedLagrangianUnificationGravityElectromagnetism.pdf,1397,c≈2.33×1030J/m3(H2)
c,\bc\b\s*(=|≈),1.17,1.17,VAM-5-OnAVortexBasedLagrangianUnificationGravityElectromagnetism.pdf,1401,c≈1.17×10−44m3(H3)
r_c,rc,19.37,19.37,VAM-5-OnAVortexBasedLagrangianUnificationGravityElectromagnetism.pdf,1406,rc≈19.37N (H5)
r_c,rc,2,2.0,VAM-5-OnAVortexBasedLagrangianUnificationGravityElectromagnetism.pdf,1407,2. Comparison with Defined Maximum Force
r_c,rc,1,1.0,VAM-5-OnAVortexBasedLagrangianUnificationGravityElectromagnetism.pdf,1437,rce−r/r c(I1)
r_c,rc,2,2.0,VAM-5-OnAVortexBasedLagrangianUnificationGravityElectromagnetism.pdf,1443,2Fmaxrcre−r/r c(I2)
t_p,t[pP],10.5281,10.5281,VAM-5-OnAVortexBasedLagrangianUnificationGravityElectromagnetism.pdf,1536,"structured vortex Æther.https://doi.org/10.5281/zenodo.15566335, 2025. Preprint."
t_p,t[pP],10.5281,10.5281,VAM-5-OnAVortexBasedLagrangianUnificationGravityElectromagnetism.pdf,1538,"dynamics.https://doi.org/10.5281/zenodo.15772832, 2025. Preprint."
t_p,t[pP],10.5281,10.5281,VAM-5-OnAVortexBasedLagrangianUnificationGravityElectromagnetism.pdf,1540,"gravity, and time.https://doi.org/10.5281/zenodo.15848010, 2025. Preprint."
r_c,rc,10,10.0,VAM-5-OnAVortexBasedLagrangianUnificationGravityElectromagnetism.pdf,1541,"[10] Charles W. Misner, Kip S. Thorne, and John Archibald Wheeler.Gravitation. W. H. Freeman,"
